,title,vol,update,number,date
0,JOJO 的奇妙冒險 黃金之風,31,05/25,5426520,2019/05/25 02:00:25
1,魔法水果籃,7,05/25,126183,2019/05/25 02:00:25
2,戀愛幕末男友外傳-危機,8,05/24,15708,2019/05/25 02:00:25
3,Fight League 交鋒聯盟,15,05/23,87440,2019/05/25 02:00:25
4,一拳超人 (第二季),19,05/22,2854314,2019/05/25 02:00:25
5,強襲魔女 501 部隊出動！,7,05/22,82640,2019/05/25 02:00:25
6,鑽石王牌 act2,8,05/21,348119,2019/05/25 02:00:25
7,星光王子 KING OF PRISM -Shiny Seven Stars-,6,05/21,26363,2019/05/25 02:00:25
8,進擊的巨人 第三季,16,05/20,4650522,2019/05/25 02:00:25
9,八月的棒球甜心,7,05/20,142956,2019/05/25 02:00:25
10,為什麼老師會在這裡！？,7,05/20,849647,2019/05/25 02:00:25
11,FAIRY TAIL 魔導少年 最終章,309,05/19,2468185,2019/05/25 02:00:25
12,一弦定音！,7,05/19,252774,2019/05/25 02:00:25
13,我們真的學不來！,7,05/19,567213,2019/05/25 02:00:25
14,鬼滅之刃,7,05/19,1473599,2019/05/25 02:00:25
15,信長老師的年幼妻子,7,05/18,581564,2019/05/25 02:00:25
16,高中女生,7,05/18,234990,2019/05/25 02:00:25
17,超可動女孩 1/6,7,05/18,121985,2019/05/25 02:00:25
18,MIX,7,05/18,109230,2019/05/25 02:00:25
19,一個人的○○小日子,7,05/18,365467,2019/05/25 02:00:25
20,滿腦都是○○的我沒辦法談戀愛,7,05/18,736919,2019/05/25 02:00:25
21,川柳少女,7,05/18,319173,2019/05/25 02:00:25
