,title,vol,update,number,date
0,一個人的○○小日子,8,05/25,365467,2019/05/25 06:00:10
1,滿腦都是○○的我沒辦法談戀愛,8,05/25,736919,2019/05/25 06:00:10
2,川柳少女,8,05/25,319173,2019/05/25 06:00:10
3,JOJO 的奇妙冒險 黃金之風,31,05/25,5426520,2019/05/25 06:00:10
4,魔法水果籃,7,05/25,126183,2019/05/25 06:00:10
5,戀愛幕末男友外傳-危機,8,05/24,15708,2019/05/25 06:00:10
6,Fight League 交鋒聯盟,15,05/23,87440,2019/05/25 06:00:10
7,一拳超人 (第二季),19,05/22,2854314,2019/05/25 06:00:10
8,強襲魔女 501 部隊出動！,7,05/22,82640,2019/05/25 06:00:10
9,鑽石王牌 act2,8,05/21,348119,2019/05/25 06:00:10
10,星光王子 KING OF PRISM -Shiny Seven Stars-,6,05/21,26363,2019/05/25 06:00:10
11,進擊的巨人 第三季,16,05/20,4650522,2019/05/25 06:00:10
12,八月的棒球甜心,7,05/20,142956,2019/05/25 06:00:10
13,為什麼老師會在這裡！？,7,05/20,849647,2019/05/25 06:00:10
14,FAIRY TAIL 魔導少年 最終章,309,05/19,2468185,2019/05/25 06:00:10
15,一弦定音！,7,05/19,252774,2019/05/25 06:00:10
16,我們真的學不來！,7,05/19,567213,2019/05/25 06:00:10
17,鬼滅之刃,7,05/19,1473599,2019/05/25 06:00:10
18,信長老師的年幼妻子,7,05/18,581564,2019/05/25 06:00:10
19,高中女生,7,05/18,234990,2019/05/25 06:00:10
20,超可動女孩 1/6,7,05/18,121985,2019/05/25 06:00:10
21,MIX,7,05/18,109230,2019/05/25 06:00:10
