,title,vol,update,number,date
0,進擊的巨人 第三季,21,06/24,6298548,2019/06/24 23:00:11
1,八月的棒球甜心,10,06/24,177295,2019/06/24 23:00:11
2,為什麼老師會在這裡！？,12,06/24,1325014,2019/06/24 23:00:11
3,FAIRY TAIL 魔導少年 最終章,314,06/23,2853042,2019/06/24 23:00:11
4,一弦定音！,12,06/23,466693,2019/06/24 23:00:11
5,我們真的學不來！,12,06/23,1027615,2019/06/24 23:00:11
6,鬼滅之刃,12,06/23,2959505,2019/06/24 23:00:11
7,信長老師的年幼妻子,12,06/22,1003466,2019/06/24 23:00:11
8,高中女生,12,06/22,324846,2019/06/24 23:00:11
9,超可動女孩 1/6,12,06/22,185187,2019/06/24 23:00:11
10,MIX,12,06/22,188559,2019/06/24 23:00:11
11,一個人的○○小日子,12,06/22,602419,2019/06/24 23:00:11
12,滿腦都是○○的我沒辦法談戀愛,12,06/22,1292674,2019/06/24 23:00:11
13,川柳少女,12,06/22,549801,2019/06/24 23:00:11
14,JOJO 的奇妙冒險 黃金之風,35,06/22,6439595,2019/06/24 23:00:11
15,魔法水果籃,11,06/22,263517,2019/06/24 23:00:11
16,戀愛幕末男友外傳-危機,12,06/21,24472,2019/06/24 23:00:11
17,Fight League 交鋒聯盟,19,06/20,119951,2019/06/24 23:00:11
18,一拳超人 (第二季),22,06/19,4660015,2019/06/24 23:00:11
19,強襲魔女 501 部隊出動！,11,06/19,134839,2019/06/24 23:00:11
20,鑽石王牌 act2,12,06/18,578768,2019/06/24 23:00:11
21,星光王子 KING OF PRISM -Shiny Seven Stars-,10,06/18,50609,2019/06/24 23:00:11
