,title,vol,update,number,date
0,一個人的○○小日子,7,05/18,307790,2019/05/18 10:00:09
1,滿腦都是○○的我沒辦法談戀愛,7,05/18,624455,2019/05/18 10:00:09
2,川柳少女,7,05/18,270955,2019/05/18 10:00:09
3,JOJO 的奇妙冒險 黃金之風,30,05/18,5233001,2019/05/18 10:00:09
4,魔法水果籃,6,05/18,99430,2019/05/18 10:00:09
5,戀愛幕末男友外傳-危機,7,05/17,12673,2019/05/18 10:00:09
6,Fight League 交鋒聯盟,14,05/16,79955,2019/05/18 10:00:09
7,一拳超人 (第二季),18,05/15,2343492,2019/05/18 10:00:09
8,強襲魔女 501 部隊出動！,6,05/15,71251,2019/05/18 10:00:09
9,鑽石王牌 act2,7,05/14,291841,2019/05/18 10:00:09
10,星光王子 KING OF PRISM -Shiny Seven Stars-,5,05/14,21839,2019/05/18 10:00:09
11,進擊的巨人 第三季,15,05/13,4314034,2019/05/18 10:00:09
12,八月的棒球甜心,6,05/13,128862,2019/05/18 10:00:09
13,為什麼老師會在這裡！？,6,05/13,727196,2019/05/18 10:00:09
14,FAIRY TAIL 魔導少年 最終章,308,05/12,2379017,2019/05/18 10:00:09
15,一弦定音！,6,05/12,211315,2019/05/18 10:00:09
16,我們真的學不來！,6,05/12,478362,2019/05/18 10:00:09
17,鬼滅之刃,6,05/12,1194701,2019/05/18 10:00:09
18,信長老師的年幼妻子,6,05/11,500803,2019/05/18 10:00:09
19,高中女生,6,05/11,214582,2019/05/18 10:00:09
20,超可動女孩 1/6,6,05/11,106306,2019/05/18 10:00:09
21,MIX,6,05/11,92554,2019/05/18 10:00:09
