,title,vol,update,number,date
0,一拳超人 (第二季),19,05/22,2566622,2019/05/23 05:00:25
1,強襲魔女 501 部隊出動！,7,05/22,76907,2019/05/23 05:00:25
2,鑽石王牌 act2,8,05/21,328915,2019/05/23 05:00:25
3,星光王子 KING OF PRISM -Shiny Seven Stars-,6,05/21,25348,2019/05/23 05:00:25
4,進擊的巨人 第三季,16,05/20,4599222,2019/05/23 05:00:25
5,八月的棒球甜心,7,05/20,140725,2019/05/23 05:00:25
6,為什麼老師會在這裡！？,7,05/20,828745,2019/05/23 05:00:25
7,FAIRY TAIL 魔導少年 最終章,309,05/19,2457909,2019/05/23 05:00:25
8,一弦定音！,7,05/19,247711,2019/05/23 05:00:25
9,我們真的學不來！,7,05/19,557594,2019/05/23 05:00:25
10,鬼滅之刃,7,05/19,1441293,2019/05/23 05:00:25
11,信長老師的年幼妻子,7,05/18,572339,2019/05/23 05:00:25
12,高中女生,7,05/18,232953,2019/05/23 05:00:25
13,超可動女孩 1/6,7,05/18,120336,2019/05/23 05:00:25
14,MIX,7,05/18,107637,2019/05/23 05:00:25
15,一個人的○○小日子,7,05/18,359952,2019/05/23 05:00:25
16,滿腦都是○○的我沒辦法談戀愛,7,05/18,724925,2019/05/23 05:00:25
17,川柳少女,7,05/18,314333,2019/05/23 05:00:25
18,JOJO 的奇妙冒險 黃金之風,30,05/18,5406518,2019/05/23 05:00:25
19,魔法水果籃,6,05/18,122642,2019/05/23 05:00:25
20,戀愛幕末男友外傳-危機,7,05/17,15455,2019/05/23 05:00:25
21,Fight League 交鋒聯盟,14,05/16,85535,2019/05/23 05:00:25
