,title,vol,update,number,date
0,一拳超人 (第二季),17,05/08,1666465,2019/05/08 06:00:10
1,強襲魔女 501 部隊出動！,5,05/08,52316,2019/05/08 06:00:10
2,鑽石王牌 act2,6,05/07,208701,2019/05/08 06:00:10
3,星光王子 KING OF PRISM -Shiny Seven Stars-,4,05/07,14823,2019/05/08 06:00:10
4,進擊的巨人 第三季,14,05/06,3937952,2019/05/08 06:00:10
5,八月的棒球甜心,5,05/06,108096,2019/05/08 06:00:10
6,為什麼老師會在這裡！？,5,05/06,582481,2019/05/08 06:00:10
7,FAIRY TAIL 魔導少年 最終章,307,05/05,2294982,2019/05/08 06:00:10
8,一弦定音！,5,05/05,164981,2019/05/08 06:00:10
9,我們真的學不來！,5,05/05,383579,2019/05/08 06:00:10
10,鬼滅之刃,5,05/05,898764,2019/05/08 06:00:10
11,信長老師的年幼妻子,5,05/04,403636,2019/05/08 06:00:10
12,高中女生,5,05/04,186045,2019/05/08 06:00:10
13,超可動女孩 1/6,5,05/04,85657,2019/05/08 06:00:10
14,MIX,5,05/04,74626,2019/05/08 06:00:10
15,一個人的○○小日子,5,05/04,250796,2019/05/08 06:00:10
16,滿腦都是○○的我沒辦法談戀愛,5,05/04,506774,2019/05/08 06:00:10
17,川柳少女,5,05/04,218882,2019/05/08 06:00:10
18,JOJO 的奇妙冒險 黃金之風,28.5,05/04,5041858,2019/05/08 06:00:10
19,魔法水果籃,4,05/04,72949,2019/05/08 06:00:10
20,戀愛幕末男友外傳-危機,5,05/03,11089,2019/05/08 06:00:10
21,Fight League 交鋒聯盟,12,05/02,74746,2019/05/08 06:00:10
