,title,vol,update,number,date
0,八月的棒球甜心,8,06/10,151807,2019/06/10 14:00:09
1,進擊的巨人 第三季,19,06/10,5508140,2019/06/10 14:00:09
2,為什麼老師會在這裡！？,10,06/10,1099353,2019/06/10 14:00:09
3,FAIRY TAIL 魔導少年 最終章,312,06/09,2656940,2019/06/10 14:00:09
4,一弦定音！,10,06/09,354605,2019/06/10 14:00:09
5,我們真的學不來！,10,06/09,771396,2019/06/10 14:00:09
6,鬼滅之刃,10,06/09,2114053,2019/06/10 14:00:09
7,信長老師的年幼妻子,10,06/08,785463,2019/06/10 14:00:09
8,高中女生,10,06/08,281361,2019/06/10 14:00:09
9,超可動女孩 1/6,10,06/08,152976,2019/06/10 14:00:09
10,MIX,10,06/08,150069,2019/06/10 14:00:09
11,魔法水果籃,9,06/08,194226,2019/06/10 14:00:09
12,一個人的○○小日子,10,06/08,492883,2019/06/10 14:00:09
13,滿腦都是○○的我沒辦法談戀愛,10,06/08,1063775,2019/06/10 14:00:09
14,川柳少女,10,06/08,447842,2019/06/10 14:00:09
15,JOJO 的奇妙冒險 黃金之風,33,06/08,5947113,2019/06/10 14:00:09
16,戀愛幕末男友外傳-危機,10,06/07,20349,2019/06/10 14:00:09
17,Fight League 交鋒聯盟,17,06/06,102665,2019/06/10 14:00:09
18,強襲魔女 501 部隊出動！,9,06/05,108963,2019/06/10 14:00:09
19,鑽石王牌 act2,10,06/04,468103,2019/06/10 14:00:09
20,星光王子 KING OF PRISM -Shiny Seven Stars-,8,06/04,38141,2019/06/10 14:00:09
21,一拳超人 (第二季),20,05/29,3710650,2019/06/10 14:00:09
