,title,vol,update,number,date
0,戀愛幕末男友外傳-危機,3,04/19,4190,2019/04/20 01:00:12
1,Fight League 交鋒聯盟,10,04/18,63216,2019/04/20 01:00:12
2,一拳超人 (第二季),14,04/17,667343,2019/04/20 01:00:12
3,強襲魔女 501 部隊出動！,2,04/17,27249,2019/04/20 01:00:12
4,鑽石王牌 act2,3,04/16,100879,2019/04/20 01:00:12
5,星光王子 KING OF PRISM -Shiny Seven Stars-,1,04/16,3075,2019/04/20 01:00:12
6,八月的棒球甜心,2,04/15,52000,2019/04/20 01:00:12
7,為什麼老師會在這裡！？,2,04/15,242055,2019/04/20 01:00:12
8,FAIRY TAIL 魔導少年 最終章,304,04/14,2080887,2019/04/20 01:00:12
9,一弦定音！,2,04/14,59931,2019/04/20 01:00:12
10,我們真的學不來！,2,04/14,151113,2019/04/20 01:00:12
11,鬼滅之刃,2,04/14,299762,2019/04/20 01:00:12
12,信長老師的年幼妻子,2,04/13,126985,2019/04/20 01:00:12
13,高中女生,2,04/13,95445,2019/04/20 01:00:12
14,超可動女孩 1/6,2,04/13,35173,2019/04/20 01:00:12
15,MIX,2,04/13,31592,2019/04/20 01:00:12
16,一個人的○○小日子,2,04/13,108406,2019/04/20 01:00:12
17,滿腦都是○○的我沒辦法談戀愛,2,04/13,211705,2019/04/20 01:00:12
18,川柳少女,2,04/13,88680,2019/04/20 01:00:12
19,JOJO 的奇妙冒險 黃金之風,26,04/13,4555607,2019/04/20 01:00:12
20,魔法水果籃,1,04/13,15703,2019/04/20 01:00:12
