,title,vol,update,number,date
0,JOJO 的奇妙冒險 黃金之風,33,06/08,5821517,2019/06/08 02:00:14
1,戀愛幕末男友外傳-危機,10,06/07,18948,2019/06/08 02:00:14
2,Fight League 交鋒聯盟,17,06/06,98318,2019/06/08 02:00:14
3,強襲魔女 501 部隊出動！,9,06/05,105946,2019/06/08 02:00:14
4,鑽石王牌 act2,10,06/04,456888,2019/06/08 02:00:14
5,星光王子 KING OF PRISM -Shiny Seven Stars-,8,06/04,36874,2019/06/08 02:00:14
6,進擊的巨人 第三季,18,06/03,5428891,2019/06/08 02:00:14
7,為什麼老師會在這裡！？,9,06/03,1079356,2019/06/08 02:00:14
8,FAIRY TAIL 魔導少年 最終章,311,06/02,2644681,2019/06/08 02:00:14
9,一弦定音！,9,06/02,346310,2019/06/08 02:00:14
10,我們真的學不來！,9,06/02,754888,2019/06/08 02:00:14
11,鬼滅之刃,9,06/02,2061234,2019/06/08 02:00:14
12,信長老師的年幼妻子,9,06/01,769998,2019/06/08 02:00:14
13,高中女生,9,06/01,278576,2019/06/08 02:00:14
14,超可動女孩 1/6,9,06/01,150781,2019/06/08 02:00:14
15,MIX,9,06/01,144071,2019/06/08 02:00:14
16,一個人的○○小日子,9,06/01,468061,2019/06/08 02:00:14
17,滿腦都是○○的我沒辦法談戀愛,9,06/01,1011800,2019/06/08 02:00:14
18,川柳少女,9,06/01,424280,2019/06/08 02:00:14
19,魔法水果籃,8,06/01,179596,2019/06/08 02:00:14
20,一拳超人 (第二季),20,05/29,3640896,2019/06/08 02:00:14
21,八月的棒球甜心,7,05/20,150811,2019/06/08 02:00:14
