,title,vol,update,number,date
0,進擊的巨人 第三季,14,05/06,3786100,2019/05/06 14:00:08
1,八月的棒球甜心,5,05/06,99619,2019/05/06 14:00:08
2,為什麼老師會在這裡！？,5,05/06,524190,2019/05/06 14:00:08
3,FAIRY TAIL 魔導少年 最終章,307,05/05,2242391,2019/05/06 14:00:08
4,一弦定音！,5,05/05,138410,2019/05/06 14:00:08
5,我們真的學不來！,5,05/05,332433,2019/05/06 14:00:08
6,鬼滅之刃,5,05/05,737716,2019/05/06 14:00:08
7,信長老師的年幼妻子,5,05/04,348876,2019/05/06 14:00:08
8,高中女生,5,05/04,169701,2019/05/06 14:00:08
9,超可動女孩 1/6,5,05/04,73972,2019/05/06 14:00:08
10,MIX,5,05/04,67385,2019/05/06 14:00:08
11,一個人的○○小日子,5,05/04,235007,2019/05/06 14:00:08
12,滿腦都是○○的我沒辦法談戀愛,5,05/04,467797,2019/05/06 14:00:08
13,川柳少女,5,05/04,204273,2019/05/06 14:00:08
14,JOJO 的奇妙冒險 黃金之風,28.5,05/04,5008284,2019/05/06 14:00:08
15,魔法水果籃,4,05/04,65543,2019/05/06 14:00:08
16,戀愛幕末男友外傳-危機,5,05/03,10492,2019/05/06 14:00:08
17,Fight League 交鋒聯盟,12,05/02,74092,2019/05/06 14:00:08
18,一拳超人 (第二季),16,05/01,1597498,2019/05/06 14:00:08
19,強襲魔女 501 部隊出動！,4,05/01,50971,2019/05/06 14:00:08
20,鑽石王牌 act2,5,04/30,202450,2019/05/06 14:00:08
21,星光王子 KING OF PRISM -Shiny Seven Stars-,3,04/30,14102,2019/05/06 14:00:08
