,title,vol,update,number,date
0,星光王子 KING OF PRISM -Shiny Seven Stars-,7,05/28,27564,2019/05/28 04:00:25
1,進擊的巨人 第三季,17,05/27,4728603,2019/05/28 04:00:25
2,為什麼老師會在這裡！？,8,05/27,879689,2019/05/28 04:00:25
3,FAIRY TAIL 魔導少年 最終章,310,05/26,2524452,2019/05/28 04:00:25
4,一弦定音！,8,05/26,277941,2019/05/28 04:00:25
5,我們真的學不來！,8,05/26,616840,2019/05/28 04:00:25
6,鬼滅之刃,8,05/26,1643131,2019/05/28 04:00:25
7,信長老師的年幼妻子,8,05/25,637997,2019/05/28 04:00:25
8,高中女生,8,05/25,249961,2019/05/28 04:00:25
9,超可動女孩 1/6,8,05/25,131346,2019/05/28 04:00:25
10,MIX,8,05/25,120802,2019/05/28 04:00:25
11,一個人的○○小日子,8,05/25,398543,2019/05/28 04:00:25
12,滿腦都是○○的我沒辦法談戀愛,8,05/25,803371,2019/05/28 04:00:25
13,川柳少女,8,05/25,357858,2019/05/28 04:00:25
14,JOJO 的奇妙冒險 黃金之風,31,05/25,5573397,2019/05/28 04:00:25
15,魔法水果籃,7,05/25,142607,2019/05/28 04:00:25
16,戀愛幕末男友外傳-危機,8,05/24,16831,2019/05/28 04:00:25
17,Fight League 交鋒聯盟,15,05/23,91520,2019/05/28 04:00:25
18,一拳超人 (第二季),19,05/22,3003047,2019/05/28 04:00:25
19,強襲魔女 501 部隊出動！,7,05/22,85503,2019/05/28 04:00:25
20,鑽石王牌 act2,8,05/21,361855,2019/05/28 04:00:25
21,八月的棒球甜心,7,05/20,145432,2019/05/28 04:00:25
