,title,vol,update,number,date
0,Fight League 交鋒聯盟,12,05/02,70867,2019/05/02 20:00:35
1,一拳超人 (第二季),16,05/01,1214036,2019/05/02 20:00:35
2,強襲魔女 501 部隊出動！,4,05/01,42379,2019/05/02 20:00:35
3,鑽石王牌 act2,5,04/30,175737,2019/05/02 20:00:35
4,星光王子 KING OF PRISM -Shiny Seven Stars-,3,04/30,11545,2019/05/02 20:00:35
5,八月的棒球甜心,4,04/29,92890,2019/05/02 20:00:35
6,進擊的巨人 第三季,13,04/29,3685371,2019/05/02 20:00:35
7,為什麼老師會在這裡！？,4,04/29,481197,2019/05/02 20:00:35
8,FAIRY TAIL 魔導少年 最終章,306,04/28,2224925,2019/05/02 20:00:35
9,一弦定音！,4,04/28,127266,2019/05/02 20:00:35
10,我們真的學不來！,4,04/28,312454,2019/05/02 20:00:35
11,鬼滅之刃,4,04/28,675044,2019/05/02 20:00:35
12,信長老師的年幼妻子,4,04/27,315803,2019/05/02 20:00:35
13,高中女生,4,04/27,160924,2019/05/02 20:00:35
14,超可動女孩 1/6,4,04/27,69087,2019/05/02 20:00:35
15,MIX,4,04/27,59838,2019/05/02 20:00:35
16,一個人的○○小日子,4,04/27,202948,2019/05/02 20:00:35
17,滿腦都是○○的我沒辦法談戀愛,4,04/27,402619,2019/05/02 20:00:35
18,川柳少女,4,04/27,175340,2019/05/02 20:00:35
19,JOJO 的奇妙冒險 黃金之風,28,04/27,4928760,2019/05/02 20:00:35
20,魔法水果籃,3,04/27,52347,2019/05/02 20:00:35
21,戀愛幕末男友外傳-危機,4,04/26,7765,2019/05/02 20:00:35
