,title,vol,update,number,date
0,FAIRY TAIL 魔導少年 最終章,312,06/09,2656940,2019/06/09 19:00:28
1,一弦定音！,10,06/09,354605,2019/06/09 19:00:28
2,我們真的學不來！,10,06/09,771396,2019/06/09 19:00:28
3,鬼滅之刃,10,06/09,2114053,2019/06/09 19:00:28
4,信長老師的年幼妻子,10,06/08,785463,2019/06/09 19:00:28
5,高中女生,10,06/08,281361,2019/06/09 19:00:28
6,超可動女孩 1/6,10,06/08,152976,2019/06/09 19:00:28
7,MIX,10,06/08,150069,2019/06/09 19:00:28
8,魔法水果籃,9,06/08,194226,2019/06/09 19:00:28
9,一個人的○○小日子,10,06/08,492883,2019/06/09 19:00:28
10,滿腦都是○○的我沒辦法談戀愛,10,06/08,1063775,2019/06/09 19:00:28
11,川柳少女,10,06/08,447842,2019/06/09 19:00:28
12,JOJO 的奇妙冒險 黃金之風,33,06/08,5947113,2019/06/09 19:00:28
13,戀愛幕末男友外傳-危機,10,06/07,20349,2019/06/09 19:00:28
14,Fight League 交鋒聯盟,17,06/06,102665,2019/06/09 19:00:28
15,強襲魔女 501 部隊出動！,9,06/05,108963,2019/06/09 19:00:28
16,鑽石王牌 act2,10,06/04,468103,2019/06/09 19:00:28
17,星光王子 KING OF PRISM -Shiny Seven Stars-,8,06/04,38141,2019/06/09 19:00:28
18,進擊的巨人 第三季,18,06/03,5508140,2019/06/09 19:00:28
19,為什麼老師會在這裡！？,9,06/03,1099353,2019/06/09 19:00:28
20,一拳超人 (第二季),20,05/29,3710650,2019/06/09 19:00:28
21,八月的棒球甜心,7,05/20,151807,2019/06/09 19:00:28
