,title,vol,update,number,date
0,星光王子 KING OF PRISM -Shiny Seven Stars-,1,04/16,統計中,2019/04/16 18:00:23
1,八月的棒球甜心,2,04/15,33807,2019/04/16 18:00:23
2,為什麼老師會在這裡！？,2,04/15,134307,2019/04/16 18:00:23
3,FAIRY TAIL 魔導少年 最終章,304,04/14,2053428,2019/04/16 18:00:23
4,一弦定音！,2,04/14,44242,2019/04/16 18:00:23
5,我們真的學不來！,2,04/14,123383,2019/04/16 18:00:23
6,鬼滅之刃,2,04/14,231971,2019/04/16 18:00:23
7,信長老師的年幼妻子,2,04/13,97417,2019/04/16 18:00:23
8,高中女生,2,04/13,81924,2019/04/16 18:00:23
9,超可動女孩 1/6,2,04/13,29134,2019/04/16 18:00:23
10,MIX,2,04/13,27259,2019/04/16 18:00:23
11,一個人的○○小日子,2,04/13,95214,2019/04/16 18:00:23
12,滿腦都是○○的我沒辦法談戀愛,2,04/13,176457,2019/04/16 18:00:23
13,川柳少女,2,04/13,77302,2019/04/16 18:00:23
14,JOJO 的奇妙冒險 黃金之風,26,04/13,4495738,2019/04/16 18:00:23
15,魔法水果籃,1,04/13,10700,2019/04/16 18:00:23
16,戀愛幕末男友外傳-危機,2,04/12,3673,2019/04/16 18:00:23
17,Fight League 交鋒聯盟,9,04/11,60620,2019/04/16 18:00:23
18,一拳超人 (第二季),13,04/10,429177,2019/04/16 18:00:23
19,強襲魔女 501 部隊出動！,1,04/10,18804,2019/04/16 18:00:23
20,鑽石王牌 act2,2,04/09,68449,2019/04/16 18:00:23
