,title,vol,update,number,date
0,一個人的○○小日子,9,06/01,410500,2019/06/01 09:00:08
1,滿腦都是○○的我沒辦法談戀愛,9,06/01,828208,2019/06/01 09:00:08
2,川柳少女,9,06/01,371857,2019/06/01 09:00:08
3,JOJO 的奇妙冒險 黃金之風,32,06/01,5620106,2019/06/01 09:00:08
4,魔法水果籃,8,06/01,150719,2019/06/01 09:00:08
5,戀愛幕末男友外傳-危機,9,05/31,17165,2019/06/01 09:00:08
6,Fight League 交鋒聯盟,16,05/30,92761,2019/06/01 09:00:08
7,一拳超人 (第二季),20,05/29,3279648,2019/06/01 09:00:08
8,強襲魔女 501 部隊出動！,8,05/29,91286,2019/06/01 09:00:08
9,鑽石王牌 act2,9,05/28,395650,2019/06/01 09:00:08
10,星光王子 KING OF PRISM -Shiny Seven Stars-,7,05/28,30592,2019/06/01 09:00:08
11,進擊的巨人 第三季,17,05/27,4995952,2019/06/01 09:00:08
12,為什麼老師會在這裡！？,8,05/27,961932,2019/06/01 09:00:08
13,FAIRY TAIL 魔導少年 最終章,310,05/26,2551188,2019/06/01 09:00:08
14,一弦定音！,8,05/26,294771,2019/06/01 09:00:08
15,我們真的學不來！,8,05/26,642456,2019/06/01 09:00:08
16,鬼滅之刃,8,05/26,1735030,2019/06/01 09:00:08
17,信長老師的年幼妻子,8,05/25,675254,2019/06/01 09:00:08
18,高中女生,8,05/25,258693,2019/06/01 09:00:08
19,超可動女孩 1/6,8,05/25,136188,2019/06/01 09:00:08
20,MIX,8,05/25,125637,2019/06/01 09:00:08
21,八月的棒球甜心,7,05/20,147144,2019/06/01 09:00:08
