,title,vol,update,number,date
0,一弦定音！,8,05/26,255034,2019/05/26 02:00:25
1,我們真的學不來！,8,05/26,571194,2019/05/26 02:00:25
2,鬼滅之刃,8,05/26,1488836,2019/05/26 02:00:25
3,信長老師的年幼妻子,8,05/25,585846,2019/05/26 02:00:25
4,高中女生,8,05/25,235929,2019/05/26 02:00:25
5,超可動女孩 1/6,8,05/25,122685,2019/05/26 02:00:25
6,MIX,8,05/25,110077,2019/05/26 02:00:25
7,一個人的○○小日子,8,05/25,368247,2019/05/26 02:00:25
8,滿腦都是○○的我沒辦法談戀愛,8,05/25,742532,2019/05/26 02:00:25
9,川柳少女,8,05/25,321421,2019/05/26 02:00:25
10,JOJO 的奇妙冒險 黃金之風,31,05/25,5437488,2019/05/26 02:00:25
11,魔法水果籃,7,05/25,128155,2019/05/26 02:00:25
12,戀愛幕末男友外傳-危機,8,05/24,16343,2019/05/26 02:00:25
13,Fight League 交鋒聯盟,15,05/23,89423,2019/05/26 02:00:25
14,一拳超人 (第二季),19,05/22,2905626,2019/05/26 02:00:25
15,強襲魔女 501 部隊出動！,7,05/22,83762,2019/05/26 02:00:25
16,鑽石王牌 act2,8,05/21,352673,2019/05/26 02:00:25
17,星光王子 KING OF PRISM -Shiny Seven Stars-,6,05/21,26713,2019/05/26 02:00:25
18,進擊的巨人 第三季,16,05/20,4673196,2019/05/26 02:00:25
19,八月的棒球甜心,7,05/20,143904,2019/05/26 02:00:25
20,為什麼老師會在這裡！？,7,05/20,858183,2019/05/26 02:00:25
21,FAIRY TAIL 魔導少年 最終章,309,05/19,2473014,2019/05/26 02:00:25
