,title,vol,update,number,date
0,信長老師的年幼妻子,3,04/20,132092,2019/04/21 00:00:23
1,高中女生,3,04/20,97495,2019/04/21 00:00:23
2,超可動女孩 1/6,3,04/20,37019,2019/04/21 00:00:23
3,MIX,3,04/20,32478,2019/04/21 00:00:23
4,一個人的○○小日子,3,04/20,110356,2019/04/21 00:00:23
5,滿腦都是○○的我沒辦法談戀愛,3,04/20,217546,2019/04/21 00:00:23
6,川柳少女,3,04/20,90498,2019/04/21 00:00:23
7,JOJO 的奇妙冒險 黃金之風,27,04/20,4568619,2019/04/21 00:00:23
8,魔法水果籃,2,04/20,16698,2019/04/21 00:00:23
9,戀愛幕末男友外傳-危機,3,04/19,5021,2019/04/21 00:00:23
10,Fight League 交鋒聯盟,10,04/18,64857,2019/04/21 00:00:23
11,一拳超人 (第二季),14,04/17,704360,2019/04/21 00:00:23
12,強襲魔女 501 部隊出動！,2,04/17,28652,2019/04/21 00:00:23
13,鑽石王牌 act2,3,04/16,105839,2019/04/21 00:00:23
14,星光王子 KING OF PRISM -Shiny Seven Stars-,1,04/16,3459,2019/04/21 00:00:23
15,八月的棒球甜心,2,04/15,53284,2019/04/21 00:00:23
16,為什麼老師會在這裡！？,2,04/15,252118,2019/04/21 00:00:23
17,FAIRY TAIL 魔導少年 最終章,304,04/14,2085085,2019/04/21 00:00:23
18,一弦定音！,2,04/14,62119,2019/04/21 00:00:23
19,我們真的學不來！,2,04/14,154528,2019/04/21 00:00:23
20,鬼滅之刃,2,04/14,308035,2019/04/21 00:00:23
