,title,vol,update,number,date
0,一弦定音！,10,06/09,350819,2019/06/09 03:00:29
1,我們真的學不來！,10,06/09,764195,2019/06/09 03:00:29
2,鬼滅之刃,10,06/09,2090154,2019/06/09 03:00:29
3,信長老師的年幼妻子,10,06/08,776865,2019/06/09 03:00:29
4,高中女生,10,06/08,279696,2019/06/09 03:00:29
5,超可動女孩 1/6,10,06/08,151688,2019/06/09 03:00:29
6,MIX,10,06/08,145229,2019/06/09 03:00:29
7,魔法水果籃,9,06/08,182619,2019/06/09 03:00:29
8,一個人的○○小日子,10,06/08,472544,2019/06/09 03:00:29
9,滿腦都是○○的我沒辦法談戀愛,10,06/08,1021978,2019/06/09 03:00:29
10,川柳少女,10,06/08,427703,2019/06/09 03:00:29
11,JOJO 的奇妙冒險 黃金之風,33,06/08,5838347,2019/06/09 03:00:29
12,戀愛幕末男友外傳-危機,10,06/07,19948,2019/06/09 03:00:29
13,Fight League 交鋒聯盟,17,06/06,101422,2019/06/09 03:00:29
14,強襲魔女 501 部隊出動！,9,06/05,107711,2019/06/09 03:00:29
15,鑽石王牌 act2,10,06/04,463619,2019/06/09 03:00:29
16,星光王子 KING OF PRISM -Shiny Seven Stars-,8,06/04,37573,2019/06/09 03:00:29
17,進擊的巨人 第三季,18,06/03,5471460,2019/06/09 03:00:29
18,為什麼老師會在這裡！？,9,06/03,1090410,2019/06/09 03:00:29
19,FAIRY TAIL 魔導少年 最終章,311,06/02,2651293,2019/06/09 03:00:29
20,一拳超人 (第二季),20,05/29,3679600,2019/06/09 03:00:29
21,八月的棒球甜心,7,05/20,151317,2019/06/09 03:00:29
