,title,vol,update,number,date
0,劇場版 夏目友人帳～緣結空蟬～,電影1,06/25,統計中,2019/06/25 12:00:26
1,星光王子 KING OF PRISM -Shiny Seven Stars-,11,06/25,50609,2019/06/25 12:00:26
2,進擊的巨人 第三季,21,06/24,6298548,2019/06/25 12:00:26
3,八月的棒球甜心,10,06/24,177295,2019/06/25 12:00:26
4,為什麼老師會在這裡！？,12,06/24,1325014,2019/06/25 12:00:26
5,FAIRY TAIL 魔導少年 最終章,314,06/23,2853042,2019/06/25 12:00:26
6,一弦定音！,12,06/23,466693,2019/06/25 12:00:26
7,我們真的學不來！,12,06/23,1027615,2019/06/25 12:00:26
8,鬼滅之刃,12,06/23,2959505,2019/06/25 12:00:26
9,信長老師的年幼妻子,12,06/22,1003466,2019/06/25 12:00:26
10,高中女生,12,06/22,324846,2019/06/25 12:00:26
11,超可動女孩 1/6,12,06/22,185187,2019/06/25 12:00:26
12,MIX,12,06/22,188559,2019/06/25 12:00:26
13,一個人的○○小日子,12,06/22,602419,2019/06/25 12:00:26
14,滿腦都是○○的我沒辦法談戀愛,12,06/22,1292674,2019/06/25 12:00:26
15,川柳少女,12,06/22,549801,2019/06/25 12:00:26
16,JOJO 的奇妙冒險 黃金之風,35,06/22,6439595,2019/06/25 12:00:26
17,魔法水果籃,11,06/22,263517,2019/06/25 12:00:26
18,戀愛幕末男友外傳-危機,12,06/21,24472,2019/06/25 12:00:26
19,Fight League 交鋒聯盟,19,06/20,119951,2019/06/25 12:00:26
20,一拳超人 (第二季),22,06/19,4660015,2019/06/25 12:00:26
21,強襲魔女 501 部隊出動！,11,06/19,134839,2019/06/25 12:00:26
22,鑽石王牌 act2,12,06/18,578768,2019/06/25 12:00:26
