,title,vol,update,number,date
0,戀愛幕末男友外傳-危機,5,05/03,8018,2019/05/03 18:00:09
1,Fight League 交鋒聯盟,12,05/02,72308,2019/05/03 18:00:09
2,一拳超人 (第二季),16,05/01,1494272,2019/05/03 18:00:09
3,強襲魔女 501 部隊出動！,4,05/01,48963,2019/05/03 18:00:09
4,鑽石王牌 act2,5,04/30,194318,2019/05/03 18:00:09
5,星光王子 KING OF PRISM -Shiny Seven Stars-,3,04/30,13036,2019/05/03 18:00:09
6,八月的棒球甜心,4,04/29,96991,2019/05/03 18:00:09
7,進擊的巨人 第三季,13,04/29,3741033,2019/05/03 18:00:09
8,為什麼老師會在這裡！？,4,04/29,503910,2019/05/03 18:00:09
9,FAIRY TAIL 魔導少年 最終章,306,04/28,2233481,2019/05/03 18:00:09
10,一弦定音！,4,04/28,133383,2019/05/03 18:00:09
11,我們真的學不來！,4,04/28,323410,2019/05/03 18:00:09
12,鬼滅之刃,4,04/28,706494,2019/05/03 18:00:09
13,信長老師的年幼妻子,4,04/27,331539,2019/05/03 18:00:09
14,高中女生,4,04/27,164986,2019/05/03 18:00:09
15,超可動女孩 1/6,4,04/27,71135,2019/05/03 18:00:09
16,MIX,4,04/27,61644,2019/05/03 18:00:09
17,一個人的○○小日子,4,04/27,208450,2019/05/03 18:00:09
18,滿腦都是○○的我沒辦法談戀愛,4,04/27,414238,2019/05/03 18:00:09
19,川柳少女,4,04/27,180533,2019/05/03 18:00:09
20,JOJO 的奇妙冒險 黃金之風,28,04/27,4951641,2019/05/03 18:00:09
21,魔法水果籃,3,04/27,55023,2019/05/03 18:00:09
