,title,vol,update,number,date
0,一拳超人 (第二季),20,05/29,3056928,2019/05/30 07:00:25
1,強襲魔女 501 部隊出動！,8,05/29,86583,2019/05/30 07:00:25
2,鑽石王牌 act2,9,05/28,381251,2019/05/30 07:00:25
3,星光王子 KING OF PRISM -Shiny Seven Stars-,7,05/28,29798,2019/05/30 07:00:25
4,進擊的巨人 第三季,17,05/27,4956802,2019/05/30 07:00:25
5,為什麼老師會在這裡！？,8,05/27,948466,2019/05/30 07:00:25
6,FAIRY TAIL 魔導少年 最終章,310,05/26,2546003,2019/05/30 07:00:25
7,一弦定音！,8,05/26,291085,2019/05/30 07:00:25
8,我們真的學不來！,8,05/26,637331,2019/05/30 07:00:25
9,鬼滅之刃,8,05/26,1714734,2019/05/30 07:00:25
10,信長老師的年幼妻子,8,05/25,667280,2019/05/30 07:00:25
11,高中女生,8,05/25,256733,2019/05/30 07:00:25
12,超可動女孩 1/6,8,05/25,135203,2019/05/30 07:00:25
13,MIX,8,05/25,124681,2019/05/30 07:00:25
14,一個人的○○小日子,8,05/25,407588,2019/05/30 07:00:25
15,滿腦都是○○的我沒辦法談戀愛,8,05/25,822265,2019/05/30 07:00:25
16,川柳少女,8,05/25,368466,2019/05/30 07:00:25
17,JOJO 的奇妙冒險 黃金之風,31,05/25,5608406,2019/05/30 07:00:25
18,魔法水果籃,7,05/25,148371,2019/05/30 07:00:25
19,戀愛幕末男友外傳-危機,8,05/24,17075,2019/05/30 07:00:25
20,Fight League 交鋒聯盟,15,05/23,92414,2019/05/30 07:00:25
21,八月的棒球甜心,7,05/20,146608,2019/05/30 07:00:25
