,title,vol,update,number,date
0,一拳超人 (第二季),14,04/17,438904,2019/04/17 14:00:15
1,強襲魔女 501 部隊出動！,2,04/17,19336,2019/04/17 14:00:15
2,鑽石王牌 act2,3,04/16,70124,2019/04/17 14:00:15
3,星光王子 KING OF PRISM -Shiny Seven Stars-,1,04/16,統計中,2019/04/17 14:00:15
4,八月的棒球甜心,2,04/15,44196,2019/04/17 14:00:15
5,為什麼老師會在這裡！？,2,04/15,187621,2019/04/17 14:00:15
6,FAIRY TAIL 魔導少年 最終章,304,04/14,2065424,2019/04/17 14:00:15
7,一弦定音！,2,04/14,50523,2019/04/17 14:00:15
8,我們真的學不來！,2,04/14,136092,2019/04/17 14:00:15
9,鬼滅之刃,2,04/14,260249,2019/04/17 14:00:15
10,信長老師的年幼妻子,2,04/13,109128,2019/04/17 14:00:15
11,高中女生,2,04/13,87239,2019/04/17 14:00:15
12,超可動女孩 1/6,2,04/13,31690,2019/04/17 14:00:15
13,MIX,2,04/13,29051,2019/04/17 14:00:15
14,一個人的○○小日子,2,04/13,100416,2019/04/17 14:00:15
15,滿腦都是○○的我沒辦法談戀愛,2,04/13,189430,2019/04/17 14:00:15
16,川柳少女,2,04/13,81441,2019/04/17 14:00:15
17,JOJO 的奇妙冒險 黃金之風,26,04/13,4515120,2019/04/17 14:00:15
18,魔法水果籃,1,04/13,12322,2019/04/17 14:00:15
19,戀愛幕末男友外傳-危機,2,04/12,3836,2019/04/17 14:00:15
20,Fight League 交鋒聯盟,9,04/11,61122,2019/04/17 14:00:15
