,title,vol,update,number,date
0,鬼滅之刃,12,06/23,2760723,2019/06/23 01:00:08
1,信長老師的年幼妻子,12,06/22,956951,2019/06/23 01:00:08
2,高中女生,12,06/22,314163,2019/06/23 01:00:08
3,超可動女孩 1/6,12,06/22,176822,2019/06/23 01:00:08
4,MIX,12,06/22,177830,2019/06/23 01:00:08
5,一個人的○○小日子,12,06/22,570173,2019/06/23 01:00:08
6,滿腦都是○○的我沒辦法談戀愛,12,06/22,1229537,2019/06/23 01:00:08
7,川柳少女,12,06/22,516834,2019/06/23 01:00:08
8,JOJO 的奇妙冒險 黃金之風,35,06/22,6308272,2019/06/23 01:00:08
9,魔法水果籃,11,06/22,245919,2019/06/23 01:00:08
10,戀愛幕末男友外傳-危機,12,06/21,23820,2019/06/23 01:00:08
11,Fight League 交鋒聯盟,19,06/20,116984,2019/06/23 01:00:08
12,一拳超人 (第二季),22,06/19,4581561,2019/06/23 01:00:08
13,強襲魔女 501 部隊出動！,11,06/19,132214,2019/06/23 01:00:08
14,鑽石王牌 act2,12,06/18,569978,2019/06/23 01:00:08
15,星光王子 KING OF PRISM -Shiny Seven Stars-,10,06/18,49231,2019/06/23 01:00:08
16,進擊的巨人 第三季,20,06/17,6226382,2019/06/23 01:00:08
17,八月的棒球甜心,9,06/17,175537,2019/06/23 01:00:08
18,為什麼老師會在這裡！？,11,06/17,1306793,2019/06/23 01:00:08
19,FAIRY TAIL 魔導少年 最終章,313,06/16,2805576,2019/06/23 01:00:08
20,一弦定音！,11,06/16,440575,2019/06/23 01:00:08
21,我們真的學不來！,11,06/16,977065,2019/06/23 01:00:08
