,title,vol,update,number,date
0,進擊的巨人 第三季,14,05/06,3809366,2019/05/06 21:00:09
1,八月的棒球甜心,5,05/06,100884,2019/05/06 21:00:09
2,為什麼老師會在這裡！？,5,05/06,535560,2019/05/06 21:00:09
3,FAIRY TAIL 魔導少年 最終章,307,05/05,2283630,2019/05/06 21:00:09
4,一弦定音！,5,05/05,158259,2019/05/06 21:00:09
5,我們真的學不來！,5,05/05,372267,2019/05/06 21:00:09
6,鬼滅之刃,5,05/05,863097,2019/05/06 21:00:09
7,信長老師的年幼妻子,5,05/04,390608,2019/05/06 21:00:09
8,高中女生,5,05/04,182559,2019/05/06 21:00:09
9,超可動女孩 1/6,5,05/04,82779,2019/05/06 21:00:09
10,MIX,5,05/04,72718,2019/05/06 21:00:09
11,一個人的○○小日子,5,05/04,245746,2019/05/06 21:00:09
12,滿腦都是○○的我沒辦法談戀愛,5,05/04,494323,2019/05/06 21:00:09
13,川柳少女,5,05/04,214105,2019/05/06 21:00:09
14,JOJO 的奇妙冒險 黃金之風,28.5,05/04,5029711,2019/05/06 21:00:09
15,魔法水果籃,4,05/04,70357,2019/05/06 21:00:09
16,戀愛幕末男友外傳-危機,5,05/03,10856,2019/05/06 21:00:09
17,Fight League 交鋒聯盟,12,05/02,74510,2019/05/06 21:00:09
18,一拳超人 (第二季),16,05/01,1642301,2019/05/06 21:00:09
19,強襲魔女 501 部隊出動！,4,05/01,51787,2019/05/06 21:00:09
20,鑽石王牌 act2,5,04/30,206360,2019/05/06 21:00:09
21,星光王子 KING OF PRISM -Shiny Seven Stars-,3,04/30,14559,2019/05/06 21:00:09
