,title,vol,update,number,date
0,八月的棒球甜心,3,04/22,54550,2019/04/22 02:00:26
1,為什麼老師會在這裡！？,3,04/22,264116,2019/04/22 02:00:26
2,FAIRY TAIL 魔導少年 最終章,305,04/21,2090193,2019/04/22 02:00:26
3,一弦定音！,3,04/21,64726,2019/04/22 02:00:26
4,我們真的學不來！,3,04/21,158453,2019/04/22 02:00:26
5,鬼滅之刃,3,04/21,317907,2019/04/22 02:00:26
6,信長老師的年幼妻子,3,04/20,140174,2019/04/22 02:00:26
7,高中女生,3,04/20,101323,2019/04/22 02:00:26
8,超可動女孩 1/6,3,04/20,39647,2019/04/22 02:00:26
9,MIX,3,04/20,37297,2019/04/22 02:00:26
10,一個人的○○小日子,3,04/20,134077,2019/04/22 02:00:26
11,滿腦都是○○的我沒辦法談戀愛,3,04/20,265671,2019/04/22 02:00:26
12,川柳少女,3,04/20,113342,2019/04/22 02:00:26
13,JOJO 的奇妙冒險 黃金之風,27,04/20,4664273,2019/04/22 02:00:26
14,魔法水果籃,2,04/20,25154,2019/04/22 02:00:26
15,戀愛幕末男友外傳-危機,3,04/19,5360,2019/04/22 02:00:26
16,Fight League 交鋒聯盟,10,04/18,65791,2019/04/22 02:00:26
17,一拳超人 (第二季),14,04/17,741391,2019/04/22 02:00:26
18,強襲魔女 501 部隊出動！,2,04/17,29750,2019/04/22 02:00:26
19,鑽石王牌 act2,3,04/16,111065,2019/04/22 02:00:26
20,星光王子 KING OF PRISM -Shiny Seven Stars-,1,04/16,3858,2019/04/22 02:00:26
