,title,vol,update,number,date
0,星光王子 KING OF PRISM -Shiny Seven Stars-,8,06/04,32854,2019/06/04 15:00:24
1,進擊的巨人 第三季,18,06/03,5132126,2019/06/04 15:00:24
2,為什麼老師會在這裡！？,9,06/03,1003822,2019/06/04 15:00:24
3,FAIRY TAIL 魔導少年 最終章,311,06/02,2612030,2019/06/04 15:00:24
4,一弦定音！,9,06/02,324898,2019/06/04 15:00:24
5,我們真的學不來！,9,06/02,707735,2019/06/04 15:00:24
6,鬼滅之刃,9,06/02,1941780,2019/06/04 15:00:24
7,信長老師的年幼妻子,9,06/01,733516,2019/06/04 15:00:24
8,高中女生,9,06/01,272879,2019/06/04 15:00:24
9,超可動女孩 1/6,9,06/01,145830,2019/06/04 15:00:24
10,MIX,9,06/01,138199,2019/06/04 15:00:24
11,一個人的○○小日子,9,06/01,449603,2019/06/04 15:00:24
12,滿腦都是○○的我沒辦法談戀愛,9,06/01,932910,2019/06/04 15:00:24
13,川柳少女,9,06/01,409117,2019/06/04 15:00:24
14,JOJO 的奇妙冒險 黃金之風,32,06/01,5766616,2019/06/04 15:00:24
15,魔法水果籃,8,06/01,169458,2019/06/04 15:00:24
16,戀愛幕末男友外傳-危機,9,05/31,18427,2019/06/04 15:00:24
17,Fight League 交鋒聯盟,16,05/30,95782,2019/06/04 15:00:24
18,一拳超人 (第二季),20,05/29,3508947,2019/06/04 15:00:24
19,強襲魔女 501 部隊出動！,8,05/29,96715,2019/06/04 15:00:24
20,鑽石王牌 act2,9,05/28,415028,2019/06/04 15:00:24
21,八月的棒球甜心,7,05/20,149026,2019/06/04 15:00:24
