,title,vol,update,number,date
0,FAIRY TAIL 魔導少年 最終章,305,04/21,2090193,2019/04/21 21:00:27
1,一弦定音！,3,04/21,64726,2019/04/21 21:00:27
2,我們真的學不來！,3,04/21,158453,2019/04/21 21:00:27
3,鬼滅之刃,3,04/21,317907,2019/04/21 21:00:27
4,信長老師的年幼妻子,3,04/20,140174,2019/04/21 21:00:27
5,高中女生,3,04/20,101323,2019/04/21 21:00:27
6,超可動女孩 1/6,3,04/20,39647,2019/04/21 21:00:27
7,MIX,3,04/20,37297,2019/04/21 21:00:27
8,一個人的○○小日子,3,04/20,134077,2019/04/21 21:00:27
9,滿腦都是○○的我沒辦法談戀愛,3,04/20,265671,2019/04/21 21:00:27
10,川柳少女,3,04/20,113342,2019/04/21 21:00:27
11,JOJO 的奇妙冒險 黃金之風,27,04/20,4664273,2019/04/21 21:00:27
12,魔法水果籃,2,04/20,25154,2019/04/21 21:00:27
13,戀愛幕末男友外傳-危機,3,04/19,5360,2019/04/21 21:00:27
14,Fight League 交鋒聯盟,10,04/18,65791,2019/04/21 21:00:27
15,一拳超人 (第二季),14,04/17,741391,2019/04/21 21:00:27
16,強襲魔女 501 部隊出動！,2,04/17,29750,2019/04/21 21:00:27
17,鑽石王牌 act2,3,04/16,111065,2019/04/21 21:00:27
18,星光王子 KING OF PRISM -Shiny Seven Stars-,1,04/16,3858,2019/04/21 21:00:27
19,八月的棒球甜心,2,04/15,54550,2019/04/21 21:00:27
20,為什麼老師會在這裡！？,2,04/15,264116,2019/04/21 21:00:27
