,title,vol,update,number,date
0,星光王子 KING OF PRISM -Shiny Seven Stars-,5,05/14,18967,2019/05/14 09:00:24
1,進擊的巨人 第三季,15,05/13,4087281,2019/05/14 09:00:24
2,八月的棒球甜心,6,05/13,116913,2019/05/14 09:00:24
3,為什麼老師會在這裡！？,6,05/13,647032,2019/05/14 09:00:24
4,FAIRY TAIL 魔導少年 最終章,308,05/12,2353422,2019/05/14 09:00:24
5,一弦定音！,6,05/12,195766,2019/05/14 09:00:24
6,我們真的學不來！,6,05/12,445293,2019/05/14 09:00:24
7,鬼滅之刃,6,05/12,1098494,2019/05/14 09:00:24
8,信長老師的年幼妻子,6,05/11,470781,2019/05/14 09:00:24
9,高中女生,6,05/11,205596,2019/05/14 09:00:24
10,超可動女孩 1/6,6,05/11,99994,2019/05/14 09:00:24
11,MIX,6,05/11,87754,2019/05/14 09:00:24
12,一個人的○○小日子,6,05/11,293292,2019/05/14 09:00:24
13,滿腦都是○○的我沒辦法談戀愛,6,05/11,594833,2019/05/14 09:00:24
14,川柳少女,6,05/11,257700,2019/05/14 09:00:24
15,JOJO 的奇妙冒險 黃金之風,29,05/11,5184235,2019/05/14 09:00:24
16,魔法水果籃,5,05/11,91617,2019/05/14 09:00:24
17,戀愛幕末男友外傳-危機,6,05/10,12178,2019/05/14 09:00:24
18,Fight League 交鋒聯盟,13,05/09,77535,2019/05/14 09:00:24
19,一拳超人 (第二季),17,05/08,2024018,2019/05/14 09:00:24
20,強襲魔女 501 部隊出動！,5,05/08,63109,2019/05/14 09:00:24
21,鑽石王牌 act2,6,05/07,253607,2019/05/14 09:00:24
