,title,vol,update,number,date
0,戀愛幕末男友外傳-危機,4,04/26,6010,2019/04/26 21:00:31
1,Fight League 交鋒聯盟,11,04/25,68451,2019/04/26 21:00:31
2,一拳超人 (第二季),15,04/24,1031454,2019/04/26 21:00:31
3,強襲魔女 501 部隊出動！,3,04/24,38425,2019/04/26 21:00:31
4,鑽石王牌 act2,4,04/23,147590,2019/04/26 21:00:31
5,星光王子 KING OF PRISM -Shiny Seven Stars-,2,04/23,7941,2019/04/26 21:00:31
6,八月的棒球甜心,3,04/22,75888,2019/04/26 21:00:31
7,為什麼老師會在這裡！？,3,04/22,377371,2019/04/26 21:00:31
8,FAIRY TAIL 魔導少年 最終章,305,04/21,2157065,2019/04/26 21:00:31
9,一弦定音！,3,04/21,95620,2019/04/26 21:00:31
10,我們真的學不來！,3,04/21,236904,2019/04/26 21:00:31
11,鬼滅之刃,3,04/21,490718,2019/04/26 21:00:31
12,信長老師的年幼妻子,3,04/20,209423,2019/04/26 21:00:31
13,高中女生,3,04/20,132307,2019/04/26 21:00:31
14,超可動女孩 1/6,3,04/20,54714,2019/04/26 21:00:31
15,MIX,3,04/20,47473,2019/04/26 21:00:31
16,一個人的○○小日子,3,04/20,157072,2019/04/26 21:00:31
17,滿腦都是○○的我沒辦法談戀愛,3,04/20,315303,2019/04/26 21:00:31
18,川柳少女,3,04/20,135025,2019/04/26 21:00:31
19,JOJO 的奇妙冒險 黃金之風,27,04/20,4757857,2019/04/26 21:00:31
20,魔法水果籃,2,04/20,35397,2019/04/26 21:00:31
